,x
205,YBR010W
206,YBR011C
207,YBR012C
208,YBR013C
209,YBR014C
210,YBR015C
211,YBR016W
212,YBR017C
213,YBR018C
214,YBR019C
215,YBR020W
216,YBR021W
217,YBR022W
218,YBR023C
219,YBR024W
220,YBR025C
221,YBR026C
222,YBR027C
223,YBR028C
224,YBR029C
225,YBR030W
226,YBR031W
227,YBR032W
228,YBR033W
229,YBR034C
230,YBR035C
231,YBR036C
232,YBR037C
233,YBR038W
234,YBR039W
235,YBR041W
236,YBR042C
237,YBR043C
238,YBR044C
239,YBR045C
240,YBR046C
241,YBR047W
242,YBR048W
243,YBR049C
244,YBR050C
245,YBR052C
246,YBR053C
247,YBR054W
248,YBR055C
249,YBR056W
250,YBR056W-A
251,YBR057C
252,YBR058C
253,YBR058C-A
254,YBR059C
255,YBR060C
256,YBR061C
257,YBR062C
258,YBR063C
259,YBR065C
260,YBR066C
261,YBR067C
262,YBR068C
263,YBR069C
264,YBR070C
265,YBR071W
266,YBR072W
267,YBR073W
268,YBR074W
269,YBR076C-A
270,YBR076W
271,YBR077C
272,YBR078W
273,YBR079C
274,YBR080C
275,YBR081C
276,YBR082C
277,YBR083W
278,YBR084C-A
279,YBR084W
280,YBR085C-A
281,YBR086C
282,YBR087W
283,YBR088C
284,YBR090C
285,YBR090C
286,YBR091C
287,YBR092C
288,YBR093C
289,YBR094W
290,YBR095C
291,YBR096W
292,YBR097W
293,YBR098W
294,YBR101C
295,YBR102C
296,YBR103W
297,YBR104W
298,YBR105C
299,YBR106W
300,YBR107C
301,YBR108W
302,YBR109C
303,YBR110W
304,YBR111C
305,YBR111W-A
306,YBR112C
307,YBR113W
308,YBR114W
309,YBR115C
310,YBR117C
311,YBR117C
312,YBR118W
313,YBR119W
314,YBR120C
315,YBR121C
316,YBR121C
317,YBR122C
318,YBR123C
319,YBR125C
320,YBR126C
321,YBR127C
322,YBR128C
323,YBR129C
324,YBR130C
325,YBR131W
326,YBR132C
327,YBR133C
328,YBR135W
329,YBR136W
330,YBR137W
331,YBR138C
332,YBR139W
333,YBR140C
334,YBR141C
335,YBR142W
336,YBR143C
337,YBR145W
338,YBR146W
339,YBR147W
340,YBR148W
341,YBR149W
342,YBR150C
343,YBR151W
344,YBR152W
345,YBR153W
346,YBR154C
347,YBR155W
348,YBR156C
349,YBR157C
350,YBR158W
351,YBR159W
352,YBR160W
353,YBR161W
354,YBR162C
355,YBR162W-A
356,YBR163W
357,YBR164C
358,YBR165W
359,YBR166C
360,YBR167C
361,YBR168W
362,YBR169C
363,YBR170C
364,YBR171W
365,YBR172C
366,YBR173C
367,YBR175W
368,YBR176W
369,YBR177C
370,YBR179C
371,YBR180W
372,YBR181C
373,YBR182C
374,YBR183W
375,YBR184W
376,YBR185C
377,YBR186W
378,YBR187W
379,YBR188C
380,YBR189W
381,YBR191W
382,YBR191W
383,YBR192W
384,YBR193C
385,YBR194W
386,YBR195C
387,YBR196C
388,YBR196C-A
389,YBR196C-B
390,YBR197C
391,YBR198C
392,YBR199W
393,YBR200W
394,YBR201C-A
395,YBR201W
396,YBR202W
397,YBR203W
398,YBR204C
399,YBR205W
400,YBR205W
401,YBR207W
402,YBR208C
403,YBR209W
404,YBR210W
405,YBR211C
406,YBR212W
407,YBR213W
408,YBR214W
409,YBR215W
410,YBR216C
411,YBR217W
412,YBR218C
413,YBR220C
414,YBR220C
415,YBR221C
416,YBR221W-A
417,YBR222C
418,YBR223C
419,YBR225W
420,YBR225W
421,YBR226C
422,YBR227C
423,YBR228W
424,YBR229C
425,YBR230C
426,YBR230W-A
427,YBR231C
428,YBR233W
429,YBR233W-A
430,YBR234C
431,YBR235W
432,YBR236C
433,YBR237W
434,YBR238C
435,YBR239C
436,YBR240C
437,YBR241C
438,YBR242W
439,YBR243C
440,YBR244W
441,YBR245C
442,YBR246W
443,YBR247C
444,YBR248C
445,YBR249C
446,YBR250W
447,YBR251W
448,YBR252W
449,YBR253W
450,YBR254C
451,YBR255C-A
452,YBR255W
453,YBR256C
454,YBR257W
455,YBR258C
456,YBR259W
457,YBR260C
458,YBR261C
459,YBR262C
460,YBR263W
461,YBR264C
462,YBR265W
463,YBR267W
464,YBR268W
465,YBR269C
466,YBR270C
467,YBR271W
468,YBR272C
469,YBR273C
470,YBR274W
471,YBR275C
472,YBR276C
473,YBR278W
474,YBR279W
475,YBR280C
476,YBR281C
477,YBR282W
478,YBR283C
479,YBR284W
480,YBR285W
481,YBR286W
482,YBR287W
483,YBR288C
484,YBR289W
485,YBR290W
486,YBR291C
487,YBR292C
488,YBR293W
489,YBR294W
490,YBR295W
491,YBR296C
492,YBR297W
493,YBR298C
494,YBR299W
495,YCL001W
496,YCL001W-A
497,YCL001W-B
498,YCL002C
499,YCL004W
500,YCL005W
501,YCL005W-A
502,YCL008C
503,YCL009C
504,YCL010C
505,YCL011C
506,YCL012C
507,YCL014W
508,YCL016C
509,YCL017C
510,YCL018W
511,YCL021W-A
512,YCL024W
513,YCL025C
514,YCL026C-B
515,YCL027W
516,YCL028W
517,YCL029C
518,YCL030C
519,YCL031C
520,YCL032W
521,YCL033C
522,YCL034W
523,YCL035C
524,YCL036W
525,YCL037C
526,YCL038C
527,YCL039W
528,YCL040W
529,YCL040W
530,YCL043C
531,YCL043C
532,YCL044C
533,YCL045C
534,YCL047C
535,YCL048W
536,YCL048W-A
537,YCL049C
538,YCL050C
539,YCL051W
540,YCL052C
541,YCL054W
542,YCL055W
543,YCL056C
544,YCL057C-A
545,YCL057W
546,YCL058C
547,YCL059C
548,YCL061C
549,YCL063W
550,YCL064C
551,YCR001W
552,YCR002C
553,YCR003W
554,YCR004C
555,YCR005C
556,YCR006C
557,YCR007C
558,YCR008W
559,YCR009C
560,YCR010C
561,YCR011C
562,YCR012W
563,YCR013C
564,YCR014C
565,YCR015C
566,YCR016W
567,YCR017C
568,YCR018C
569,YCR018C-A
570,YCR019W
571,YCR020C
572,YCR020C-A
573,YCR020W-B
574,YCR021C
575,YCR022C
576,YCR023C
577,YCR024C
578,YCR024C-A
579,YCR024C-B
580,YCR025C
581,YCR026C
582,YCR027C
583,YCR028C
584,YCR028C-A
585,YCR030C
586,YCR031C
587,YCR032W
588,YCR033W
589,YCR034W
590,YCR035C
591,YCR036W
592,YCR037C
593,YCR038C
594,YCR038C
595,YCR042C
596,YCR043C
597,YCR044C
598,YCR045C
599,YCR046C
600,YCR047C
601,YCR048W
602,YCR051W
603,YCR052W
604,YCR053W
605,YCR054C
606,YCR057C
607,YCR059C
608,YCR060W
609,YCR061W
610,YCR063W
611,YCR065W
612,YCR066W
613,YCR067C
614,YCR068W
615,YCR069W
616,YCR071C
617,YCR072C
618,YCR073C
619,YCR073W-A
620,YCR075C
621,YCR075W-A
622,YCR076C
623,YCR077C
624,YCR079W
625,YCR081W
626,YCR082W
627,YCR083W
628,YCR084C
629,YCR086W
630,YCR088W
631,YCR089W
632,YCR090C
633,YCR091W
634,YCR092C
635,YCR093W
636,YCR094W
637,YCR095C
638,YCR095W-A
639,YCR097W
640,YCR098C
641,YCR100C
642,YCR100C
643,YCR101C
644,YCR102C
645,YCR105W
646,YCR106W
647,YCR107W
648,YDL001W
649,YDL002C
650,YDL003W
651,YDL004W
652,YDL005C
653,YDL006W
654,YDL007W
655,YDL008W
656,YDL009C
657,YDL010W
658,YDL012C
659,YDL013W
660,YDL014W
661,YDL015C
662,YDL016C
663,YDL017W
664,YDL018C
665,YDL019C
666,YDL020C
667,YDL021W
668,YDL022W
669,YDL024C
670,YDL024C
671,YDL025C
672,YDL027C
673,YDL028C
674,YDL029W
675,YDL030W
676,YDL031W
677,YDL033C
678,YDL035C
679,YDL036C
680,YDL039C
681,YDL040C
682,YDL042C
683,YDL043C
684,YDL044C
685,YDL045C
686,YDL045W-A
687,YDL046W
688,YDL047W
689,YDL048C
690,YDL049C
691,YDL050C
692,YDL051W
693,YDL052C
694,YDL053C
695,YDL054C
696,YDL055C
697,YDL056W
698,YDL057W
699,YDL058W
700,YDL059C
701,YDL060W
702,YDL061C
703,YDL063C
704,YDL064W
705,YDL065C
706,YDL066W
707,YDL067C
708,YDL069C
709,YDL070W
710,YDL072C
711,YDL073W
712,YDL074C
713,YDL075W
714,YDL076C
715,YDL077C
716,YDL078C
717,YDL079C
718,YDL080C
719,YDL081C
720,YDL082W
721,YDL083C
722,YDL084W
723,YDL085C-A
724,YDL085W
725,YDL086W
726,YDL087C
727,YDL088C
728,YDL089W
729,YDL090C
730,YDL091C
731,YDL092W
732,YDL093W
733,YDL094C
734,YDL095W
735,YDL097C
736,YDL098C
737,YDL099W
738,YDL100C
739,YDL101C
740,YDL102W
741,YDL103C
742,YDL104C
743,YDL105W
744,YDL106C
745,YDL107W
746,YDL108W
747,YDL109C
748,YDL110C
749,YDL111C
750,YDL112W
751,YDL113C
752,YDL115C
753,YDL116W
754,YDL117W
755,YDL119C
756,YDL120W
757,YDL121C
758,YDL122W
759,YDL123W
760,YDL124W
761,YDL125C
762,YDL126C
763,YDL127W
764,YDL128W
765,YDL129W
766,YDL130W
767,YDL130W-A
768,YDL131W
769,YDL132W
770,YDL133C-A
771,YDL133W
772,YDL134C
773,YDL135C
774,YDL136W
775,YDL137W
776,YDL138W
777,YDL139C
778,YDL140C
779,YDL141W
780,YDL142C
781,YDL143W
782,YDL144C
783,YDL145C
784,YDL146W
785,YDL147W
786,YDL148C
787,YDL149W
788,YDL150W
789,YDL153C
790,YDL154W
791,YDL155W
792,YDL156W
793,YDL157C
794,YDL158C
795,YDL159W
796,YDL160C
797,YDL160C-A
798,YDL161W
799,YDL164C
800,YDL165W
801,YDL166C
802,YDL167C
803,YDL168W
804,YDL169C
805,YDL170W
806,YDL171C
807,YDL173W
808,YDL174C
809,YDL175C
810,YDL176W
811,YDL177C
812,YDL178W
813,YDL179W
814,YDL180W
815,YDL181W
816,YDL182W
817,YDL183C
818,YDL184C
819,YDL185W
820,YDL186W
821,YDL188C
822,YDL189W
823,YDL190C
824,YDL191W
825,YDL192W
826,YDL193W
827,YDL194W
828,YDL195W
829,YDL197C
830,YDL198C
831,YDL199C
832,YDL200C
833,YDL201W
834,YDL202W
835,YDL203C
836,YDL204W
837,YDL205C
838,YDL206W
839,YDL207W
840,YDL208W
841,YDL209C
842,YDL210W
843,YDL211C
844,YDL212W
845,YDL213C
846,YDL214C
847,YDL215C
848,YDL216C
849,YDL217C
850,YDL218W
851,YDL219W
852,YDL220C
853,YDL221W
854,YDL222C
855,YDL223C
856,YDL224C
857,YDL225W
858,YDL226C
859,YDL227C
860,YDL229W
861,YDL230W
862,YDL231C
863,YDL232W
864,YDL233W
865,YDL234C
866,YDL235C
867,YDL236W
868,YDL237W
869,YDL238C
870,YDL239C
871,YDL240W
872,YDL241W
873,YDL242W
874,YDL243C
875,YDL244W
876,YDL248W
877,YDR001C
878,YDR002W
879,YDR003W
880,YDR003W-A
881,YDR004W
882,YDR005C
883,YDR006C
884,YDR007W
885,YDR009W
886,YDR010C
887,YDR011W
888,YDR012W
889,YDR013W
890,YDR014W
891,YDR016C
892,YDR017C
893,YDR018C
894,YDR019C
895,YDR020C
896,YDR021W
897,YDR022C
898,YDR023W
899,YDR024W
900,YDR025W
901,YDR026C
902,YDR027C
903,YDR028C
904,YDR029W
905,YDR030C
906,YDR031W
907,YDR032C
908,YDR033W
909,YDR034C
910,YDR034C-A
911,YDR034W-B
912,YDR035W
913,YDR036C
914,YDR037W
915,YDR038C
916,YDR040C
917,YDR041W
918,YDR043C
919,YDR044W
920,YDR045C
921,YDR046C
922,YDR047W
923,YDR049W
924,YDR050C
925,YDR051C
926,YDR052C
927,YDR054C
928,YDR055W
929,YDR056C
930,YDR057W
931,YDR058C
932,YDR059C
933,YDR060W
934,YDR061W
935,YDR062W
936,YDR063W
937,YDR064W
938,YDR065W
939,YDR066C
940,YDR067C
941,YDR068W
942,YDR069C
943,YDR070C
944,YDR071C
945,YDR072C
946,YDR073W
947,YDR074W
948,YDR075W
949,YDR076W
950,YDR077W
951,YDR078C
952,YDR079C-A
953,YDR079W
954,YDR080W
955,YDR081C
956,YDR082W
957,YDR083W
958,YDR084C
959,YDR085C
960,YDR086C
961,YDR087C
962,YDR088C
963,YDR089W
964,YDR090C
965,YDR091C
966,YDR092W
967,YDR093W
968,YDR093W
969,YDR096W
970,YDR097C
971,YDR098C
972,YDR099W
973,YDR100W
974,YDR101C
975,YDR103W
976,YDR104C
977,YDR105C
978,YDR106W
979,YDR107C
980,YDR108W
981,YDR109C
982,YDR110W
983,YDR111C
984,YDR112W
985,YDR113C
986,YDR115W
987,YDR116C
988,YDR117C
989,YDR118W
990,YDR118W
991,YDR119W
992,YDR119W-A
993,YDR120C
994,YDR121W
995,YDR122W
996,YDR123C
997,YDR124W
998,YDR125C
999,YDR126W
1000,YDR127W
1001,YDR128W
1002,YDR129C
1003,YDR130C
1004,YDR131C
1005,YDR132C
1006,YDR134C
1007,YDR134C
1008,YDR135C
1009,YDR137W
1010,YDR138W
1011,YDR139C
1012,YDR140W
1013,YDR141C
1014,YDR142C
1015,YDR143C
1016,YDR144C
1017,YDR145W
1018,YDR146C
1019,YDR147W
1020,YDR148C
1021,YDR150W
1022,YDR151C
1023,YDR152W
1024,YDR153C
1025,YDR155C
1026,YDR155C
1027,YDR156W
1028,YDR156W
1029,YDR158W
1030,YDR159W
1031,YDR160W
1032,YDR161W
1033,YDR162C
1034,YDR163W
1035,YDR164C
1036,YDR165W
1037,YDR166C
1038,YDR167W
1039,YDR168W
1040,YDR169C
1041,YDR170C
1042,YDR170W-A
1043,YDR171W
1044,YDR172W
1045,YDR173C
1046,YDR174W
1047,YDR175C
1048,YDR176W
1049,YDR177W
1050,YDR178W
1051,YDR179C
1052,YDR179W-A
1053,YDR180W
1054,YDR181C
1055,YDR182W
1056,YDR182W-A
1057,YDR183W
1058,YDR184C
1059,YDR184C
1060,YDR185C
1061,YDR186C
1062,YDR188W
1063,YDR189W
1064,YDR190C
1065,YDR191W
1066,YDR192C
1067,YDR194C
1068,YDR195W
1069,YDR196C
1070,YDR197W
1071,YDR198C
1072,YDR199W
1073,YDR200C
1074,YDR201W
1075,YDR202C
1076,YDR204W
1077,YDR205W
1078,YDR206W
1079,YDR207C
1080,YDR208W
1081,YDR209C
1082,YDR211W
1083,YDR212W
1084,YDR213W
1085,YDR214W
1086,YDR215C
1087,YDR216W
1088,YDR217C
1089,YDR218C
1090,YDR219C
1091,YDR221W
1092,YDR222W
1093,YDR223W
1094,YDR224C
1095,YDR225W
1096,YDR226W
1097,YDR227W
1098,YDR228C
1099,YDR229W
1100,YDR230W
1101,YDR231C
1102,YDR232W
1103,YDR233C
1104,YDR234W
1105,YDR235W
1106,YDR236C
1107,YDR237W
1108,YDR238C
1109,YDR239C
1110,YDR240C
1111,YDR241W
1112,YDR242W
1113,YDR243C
1114,YDR244W
1115,YDR245W
1116,YDR246W
1117,YDR246W-A
1118,YDR247W
1119,YDR248C
1120,YDR249C
1121,YDR251W
1122,YDR252W
1123,YDR253C
1124,YDR254W
1125,YDR255C
1126,YDR256C
1127,YDR257C
1128,YDR258C
1129,YDR259C
1130,YDR260C
1131,YDR261C
1132,YDR262W
1133,YDR263C
1134,YDR264C
1135,YDR265W
1136,YDR266C
1137,YDR267C
1138,YDR268W
1139,YDR270W
1140,YDR272W
1141,YDR273W
1142,YDR274C
1143,YDR275W
1144,YDR276C
1145,YDR277C
1146,YDR279W
1147,YDR280W
1148,YDR282C
1149,YDR283C
1150,YDR284C
1151,YDR285W
1152,YDR286C
1153,YDR287W
1154,YDR288W
1155,YDR289C
1156,YDR291W
1157,YDR292C
1158,YDR293C
1159,YDR294C
1160,YDR295C
1161,YDR296W
1162,YDR297W
1163,YDR298C
1164,YDR299W
1165,YDR300C
1166,YDR301W
1167,YDR302W
1168,YDR303C
1169,YDR304C
1170,YDR305C
1171,YDR306C
1172,YDR307W
1173,YDR308C
1174,YDR309C
1175,YDR310C
1176,YDR311W
1177,YDR312W
1178,YDR313C
1179,YDR314C
1180,YDR315C
1181,YDR316W
1182,YDR317W
1183,YDR318W
1184,YDR319C
1185,YDR320C
1186,YDR320C-A
1187,YDR321W
1188,YDR322C-A
1189,YDR322W
1190,YDR323C
1191,YDR324C
1192,YDR325W
1193,YDR326C
1194,YDR327W
1195,YDR328C
1196,YDR329C
1197,YDR330W
1198,YDR331W
1199,YDR332W
1200,YDR333C
1201,YDR334W
1202,YDR335W
1203,YDR336W
1204,YDR337W
1205,YDR338C
1206,YDR339C
1207,YDR341C
1208,YDR342C
1209,YDR343C
1210,YDR345C
1211,YDR346C
1212,YDR347W
1213,YDR348C
1214,YDR349C
1215,YDR350C
1216,YDR351W
1217,YDR352W
1218,YDR353W
1219,YDR354W
1220,YDR356W
1221,YDR357C
1222,YDR358W
1223,YDR359C
1224,YDR361C
1225,YDR362C
1226,YDR363W
1227,YDR363W-A
1228,YDR364C
1229,YDR365C
1230,YDR366C
1231,YDR367W
1232,YDR368W
1233,YDR369C
1234,YDR370C
1235,YDR371W
1236,YDR372C
1237,YDR373W
1238,YDR374W-A
1239,YDR375C
1240,YDR376W
1241,YDR377W
1242,YDR378C
1243,YDR379C-A
1244,YDR379W
1245,YDR380W
1246,YDR381C-A
1247,YDR381W
1248,YDR382W
1249,YDR383C
1250,YDR384C
1251,YDR385W
1252,YDR386W
1253,YDR387C
1254,YDR388W
1255,YDR389W
1256,YDR390C
1257,YDR391C
1258,YDR392W
1259,YDR393W
1260,YDR394W
1261,YDR395W
1262,YDR396W
1263,YDR398W
1264,YDR399W
1265,YDR400W
1266,YDR402C
1267,YDR403W
1268,YDR404C
1269,YDR405W
1270,YDR406W
1271,YDR406W
1272,YDR407C
1273,YDR408C
1274,YDR409W
1275,YDR410C
1276,YDR411C
1277,YDR414C
1278,YDR415C
1279,YDR416W
1280,YDR418W
1281,YDR419W
1282,YDR420W
1283,YDR421W
1284,YDR422C
1285,YDR423C
1286,YDR424C
1287,YDR425W
1288,YDR427W
1289,YDR428C
1290,YDR429C
1291,YDR430C
1292,YDR432W
1293,YDR432W
1294,YDR434W
1295,YDR435C
1296,YDR436W
1297,YDR437W
1298,YDR438W
1299,YDR439W
1300,YDR440W
1301,YDR441C
1302,YDR443C
1303,YDR444W
1304,YDR447C
1305,YDR448W
1306,YDR449C
1307,YDR450W
1308,YDR451C
1309,YDR452W
1310,YDR453C
1311,YDR454C
1312,YDR456W
1313,YDR457W
1314,YDR458C
1315,YDR459C
1316,YDR460W
1317,YDR461C-A
1318,YDR461W
1319,YDR462W
1320,YDR463W
1321,YDR464W
1322,YDR465C
1323,YDR466W
1324,YDR467C
1325,YDR468C
1326,YDR469W
1327,YDR470C
1328,YDR471W
1329,YDR472W
1330,YDR473C
1331,YDR475C
1332,YDR476C
1333,YDR477W
1334,YDR478W
1335,YDR479C
1336,YDR480W
1337,YDR481C
1338,YDR482C
1339,YDR483W
1340,YDR484W
1341,YDR485C
1342,YDR486C
1343,YDR487C
1344,YDR488C
1345,YDR489W
1346,YDR490C
1347,YDR491C
1348,YDR492W
1349,YDR493W
1350,YDR494W
1351,YDR495C
1352,YDR496C
1353,YDR497C
1354,YDR498C
1355,YDR499W
1356,YDR500C
1357,YDR501W
1358,YDR502C
1359,YDR503C
1360,YDR504C
1361,YDR505C
1362,YDR506C
1363,YDR507C
1364,YDR508C
1365,YDR510C-A
1366,YDR510W
1367,YDR511W
1368,YDR512C
1369,YDR513W
1370,YDR514C
1371,YDR515W
1372,YDR516C
1373,YDR517W
1374,YDR518W
1375,YDR519W
1376,YDR520C
1377,YDR522C
1378,YDR523C
1379,YDR524C
1380,YDR524C-B
1381,YDR524W-C
1382,YDR525W-A
1383,YDR527W
1384,YDR528W
1385,YDR529C
1386,YDR530C
1387,YDR531W
1388,YDR532C
1389,YDR533C
1390,YDR534C
1391,YDR535C
1392,YDR536W
1393,YDR537C
1394,YDR538W
1395,YDR539W
1396,YDR540C
1397,YDR541C
1398,YEL001C
1399,YEL002C
1400,YEL003W
1401,YEL004W
1402,YEL005C
1403,YEL006W
1404,YEL007W
1405,YEL009C
1406,YEL011W
1407,YEL012W
1408,YEL013W
1409,YEL014C
1410,YEL015W
1411,YEL016C
1412,YEL017C-A
1413,YEL017W
1414,YEL018W
1415,YEL019C
1416,YEL020C
1417,YEL020W-A
1418,YEL022W
1419,YEL023C
1420,YEL024W
1421,YEL025C
1422,YEL026W
1423,YEL027W
1424,YEL028W
1425,YEL029C
1426,YEL030W
1427,YEL031W
1428,YEL032W
1429,YEL033W
1430,YEL035C
1431,YEL036C
1432,YEL037C
1433,YEL038W
1434,YEL039C
1435,YEL040W
1436,YEL041W
1437,YEL042W
1438,YEL043W
1439,YEL044W
1440,YEL046C
1441,YEL047C
1442,YEL048C
1443,YEL049W
1444,YEL050C
1445,YEL050W-A
1446,YEL051W
1447,YEL052W
1448,YEL053C
1449,YEL054C
1450,YEL055C
1451,YEL056W
1452,YEL057C
1453,YEL058W
1454,YEL059C-A
1455,YEL059W
1456,YEL060C
1457,YEL061C
1458,YEL062W
1459,YEL063C
1460,YEL064C
1461,YEL065W
1462,YEL066W
1463,YEL067C
1464,YEL068C
1465,YEL069C
1466,YEL070W
1467,YEL071W
1468,YEL072W
1469,YEL073C
1470,YEL077C
1471,YER001W
1472,YER002W
1473,YER003C
1474,YER004W
1475,YER005W
1476,YER006W
1477,YER007C-A
1478,YER007W
1479,YER008C
1480,YER009W
1481,YER010C
1482,YER012W
1483,YER013W
1484,YER014W
1485,YER015W
1486,YER016W
1487,YER017C
1488,YER018C
1489,YER019C-A
1490,YER019W
1491,YER020W
1492,YER021W
1493,YER022W
1494,YER023W
1495,YER024W
1496,YER025W
1497,YER026C
1498,YER027C
1499,YER028C
1500,YER029C
1501,YER030W
1502,YER031C
1503,YER032W
1504,YER033C
1505,YER034W
1506,YER035W
1507,YER036C
1508,YER037W
1509,YER038C
1510,YER039C
1511,YER039C-A
1512,YER040W
1513,YER041W
1514,YER042W
1515,YER043C
1516,YER044C
1517,YER045C
1518,YER046W
1519,YER047C
1520,YER048C
1521,YER048W-A
1522,YER049W
1523,YER050C
1524,YER051W
1525,YER052C
1526,YER053C
1527,YER053C-A
1528,YER054C
1529,YER055C
1530,YER056C
1531,YER056C-A
1532,YER057C
1533,YER058W
1534,YER059W
1535,YER060W
1536,YER060W-A
1537,YER061C
1538,YER062C
1539,YER063W
1540,YER064C
1541,YER065C
1542,YER066C-A
1543,YER066W
1544,YER067C-A
1545,YER068W
1546,YER069W
1547,YER070W
1548,YER071C
1549,YER072W
1550,YER073W
1551,YER074W
1552,YER074W-A
1553,YER075C
1554,YER076C
1555,YER076W-A
1556,YER077C
1557,YER078C
1558,YER079W
1559,YER080W
1560,YER081W
1561,YER082C
1562,YER083C
1563,YER084W
1564,YER086W
1565,YER087C-B
1566,YER087W
1567,YER088C
1568,YER089C
1569,YER089C
1570,YER090W
1571,YER091C
1572,YER092W
1573,YER093C
1574,YER093C-A
1575,YER094C
1576,YER095W
1577,YER096W
1578,YER098W
1579,YER098W
1580,YER099C
1581,YER100W
1582,YER101C
1583,YER102W
1584,YER103W
1585,YER104W
1586,YER105C
1587,YER107C
1588,YER107W-A
1589,YER109C
1590,YER110C
1591,YER111C
1592,YER112W
1593,YER113C
1594,YER114C
1595,YER115C
1596,YER116C
1597,YER117W
1598,YER118C
1599,YER119C
1600,YER120W
1601,YER121W
1602,YER122C
1603,YER123W
1604,YER124C
1605,YER125W
1606,YER126C
1607,YER127W
1608,YER128W
1609,YER129W
1610,YER130C
1611,YER131W
1612,YER132C
1613,YER133W
1614,YER133W-A
1615,YER134C
1616,YER135C
1617,YER136W
1618,YER137C
1619,YER138W-A
1620,YER139C
1621,YER140W
1622,YER141W
1623,YER142C
1624,YER143W
1625,YER144C
1626,YER145C
1627,YER146W
1628,YER147C
1629,YER147C-A
1630,YER148W
1631,YER149C
1632,YER150W
1633,YER151C
1634,YER152C
1635,YER153C
1636,YER154W
1637,YER155C
1638,YER156C
1639,YER157W
1640,YER158C
1641,YER158W-A
1642,YER159C
1643,YER161C
1644,YER162C
1645,YER163C
1646,YER164W
1647,YER165C-A
1648,YER165W
1649,YER166W
1650,YER167W
1651,YER168C
1652,YER169W
1653,YER170W
1654,YER171W
1655,YER172C
1656,YER173W
1657,YER174C
1658,YER175C
1659,YER175W-A
1660,YER176W
1661,YER177W
1662,YER178W
1663,YER179W
1664,YER180C
1665,YER180C-A
1666,YER182W
1667,YER183C
