"","Holly_9A","Holly_9B","Holly_9C","Holly_Anc_A","Holly_Anc_B","Holly_Anc_C"
"YAL025C",633.1736026349,695.187756840098,476.715967236078,713.89837420503,671.21023761847,577.743237707513
"YAL026C",498.280095986596,656.022249412487,777.904716410336,437.834224574021,531.711724378487,505.701904888239
"YAL027W",308.328015196125,251.905422773045,188.492296668658,347.278150013531,251.703839106926,247.200651830843
"YAL028W",216.563724959183,441.502083729435,431.836848981635,151.21985266412,223.399792942292,252.850952444119
"YAL029C",534.985812081372,919.499299380053,1124.96989757802,544.21563255285,733.883482697303,699.224700892956
"YAL030W",1041.52469418929,693.40750650248,664.210950165749,973.258005227794,827.893350315552,918.173849657416
"YAL031C",427.62159250415,528.734350272751,528.576281663434,375.412076090576,434.669280385455,444.961173295517
"YAL032C",501.033024693704,718.331011229141,501.648810710768,446.626076473098,466.005902924871,468.974950901942
"YAL033W",162.422793719388,187.816410618772,143.613178414216,181.112149120981,153.6505363223,120.068888032124
"YAL034C",2396.88326098893,2637.44087518209,2335.70877670898,1692.43149057227,1900.41452819687,1781.25726833539
"YAL034W-A",238.587154616049,239.443670409714,238.357983618039,310.352372037409,213.291205026351,235.90005060429
"YAL035W",1656.3454387768,2072.21139298815,2229.9935203763,1346.91171093855,1821.56754245253,1971.95491403347
"YAL036C",554.25631303113,535.855351623225,511.621948100644,416.733780016237,527.66828921211,525.477957034706
"YAL037W",162.422793719388,143.310152178304,147.602433370166,134.515334055874,128.379066532448,107.355711652252
"YAL038W",5727.00935368756,750.375517306278,945.453424560255,1870.02689893362,1462.71267143664,1060.84394014265
"YAL039C",982.79554843765,2406.89845646047,1379.28490101987,741.153115092168,1233.24772574478,959.13852910367
"YAL040C",1587.5222210991,964.89568298933,1182.81409443931,1374.16645182569,1376.78967415114,1710.62851066943
"YAL041W",645.102960365703,664.033375931771,700.114244769303,441.350965333652,534.744300753269,543.841434027854
"YAL042W",1210.37098822527,2982.80944068011,1732.33396462148,1030.40504257179,1749.79656824935,1467.66558429855
"YAL043C",724.020249969473,789.541024733889,800.842932407051,490.585335968482,658.069073327747,711.937877272827
"YAL044C",2419.82433354816,2001.00137948341,1462.06194135584,4609.56795068593,3221.60696881034,2271.42084653712
"YAL044W-A",166.093365328865,127.287899139736,147.602433370166,257.601260642948,243.616968774174,234.487475450971
"YAL046C",473.503737622621,444.172459235863,554.506438877111,545.094817742757,536.766018336457,539.603708567897
"YAL047C",288.139871343998,283.059803681372,275.258591960581,312.110742417224,310.333649019383,276.864730050544
"YAL048C",390.915876409373,424.589705522057,464.748202368227,311.231557227316,383.115482014157,382.807866549477
"YAL049C",3302.59680562755,3100.30596296295,2623.9324472764,4058.31883661382,3307.52996609583,3162.75576828147
"YAL051W",880.019543372275,854.520162056971,983.351346641784,647.959484961955,692.438272241946,694.986975432998
"YAL053W",2250.06039660982,3274.77049604958,2556.11511302525,1600.11704563196,2037.89132385367,2001.61899225317
"YAL054C",39917.4662530698,8384.97909018403,12222.0798712932,34664.5136676797,48348.3651431533,50339.9407388328
"YAL055W",211.057867544967,253.685673110663,161.564825715993,209.246075198026,177.911147320558,169.509018398292
"YAL056W",1841.70930505543,2503.03197469188,2025.54420388384,1952.67030678494,1813.48067211978,1645.65005361675
"YAL058W",249.598869444483,207.399164332577,203.452002753473,172.320297221904,256.758133064897,211.886272997865
"YAL059W",74.3290750919231,48.0667591157046,50.8630006883681,96.710370889844,58.6298099124567,50.8527055194877
"YAL060W",4375.3213584974,3294.35324976338,3341.99833934748,6156.93388492343,6258.22677875896,5186.97596298774
"YAL061W",3420.9727400332,3108.31708948223,2259.91293254593,3240.67660999968,3822.05709101722,3325.20191091317
"YAL062W",22749.2851926403,5095.9665914335,5720.59160683293,17390.2830563738,20476.9665413213,12323.3056375558
"YAL063C",106.446576674853,109.485395763549,122.669589895476,84.4017782311366,145.563665989548,118.656312878805
"YAL067C",434.045092820736,92.5730175561718,128.653472329402,283.976816340178,228.454086900262,230.249749991014
"YAR002C-A",1762.79201545166,1182.08622417881,1181.81678070032,2634.03882896339,2059.11935847714,1779.84469318207
"YAR002W",710.255606433932,686.286505152005,656.232440253848,676.093411039001,708.612012907451,642.721694760191
"YAR003W",589.126743321168,599.054238608689,527.578967924446,493.222891538205,491.277372714723,432.247996915645
"YAR007C",1661.85129619102,1100.19470864835,1346.37354763327,1475.27274866508,1525.38591651547,1594.79734809727
"YAR008W",619.408959099359,391.655074276112,347.065181167688,515.202521285896,420.517257303138,354.556363483095
"YAR014C",1099.33619703857,1281.78024308546,1155.88662348664,1036.55933890115,1159.45503395841,1106.04634504886
"YAR015W",1655.42779587444,822.475655979835,961.410444384057,3376.07112924546,1747.77485066617,1840.58542477479
"YAR018C",356.045446119335,327.566062121839,402.914750550995,469.484891410697,361.887447390681,389.870742316072
"YAR019C",384.492376092787,504.700970714898,597.390929653579,382.445557609838,460.951608966901,456.26177452207
"YAR020C",61.4820744587512,129.958274646164,94.744805203823,59.7845929137218,89.9664324518732,84.7545091991461
"YAR023C",280.798728125043,194.937411969246,214.422453882336,342.003038874085,260.801568231273,296.640782197011
"YAR027W",359.716017728813,245.674546591379,246.33649352994,486.189410018943,416.473822136761,354.556363483095
"YAR028W",235.834225908941,426.369955859676,335.097416299837,303.318890518147,329.53996605967,329.130010723351
"YAR029W",53.2232883374264,106.815020257121,76.793157902046,69.4556300027062,87.9447148686851,55.090430979445
"YAR030C",122.046506015133,195.827537138056,168.546021888906,112.535704308182,128.379066532448,138.432365025272
"YAR031W",14.6822864379107,24.9235047266617,26.9274709526655,21.1004445577842,17.1845994570994,25.4263527597438
"YAR033W",78.9172896037702,97.9137685690279,88.7609227698973,106.381407978828,120.292196199696,122.894038338762
"YAR035W",3051.16265037832,4296.63418984271,2089.37228317904,1272.1809697964,4525.6148099667,2510.14604744804
"YAR042W",1594.86336431805,1904.867861252,2178.13320594894,1293.28141435419,1765.97030891486,1863.1866272279
"YAR050W",172.516865645451,147.760778022351,162.562139454981,139.79044519532,187.008876444905,179.397044471526
"YAR071W",68.8232176777066,55.1877604661794,57.8441968612814,78.2474819017829,63.6841038704271,59.3281564394023
"YBL001C",2845.61064024757,1741.97495535989,1856.00086825594,4894.42395221602,2966.87055332863,2806.78682964506
"YBL002W",2750.17577840115,1722.39220164608,1847.02504460505,3583.55883406368,2352.26840803943,2373.12625757609
"YBL003C",1799.49773154643,976.467310183851,1393.24729336569,1989.59608476106,1284.80152411608,1471.9033097585
"YBL004W",1269.10013397691,2213.74129482884,2388.56640487533,1116.56519118274,1394.98513239983,1361.72244779961
"YBL005W",520.303525643462,372.962445731115,489.681045842917,416.733780016237,441.745291926613,447.786323602155
"YBL006C",518.468239838723,404.116826639442,261.296199614754,461.572224701528,455.897315008931,375.744990782881
"YBL007C",2209.68410890557,3718.05283011663,3904.4832881365,1655.50571259615,2592.85280043882,2455.0556164686
"YBL008W",284.469299734521,341.808064822788,422.861025330747,155.615778613658,188.019735236499,240.137776064247
"YBL009W",391.833519311743,372.962445731115,442.807300110499,407.94192811716,532.722583170081,478.862976975176
"YBL010C",349.621945802749,351.599441679691,318.143082737048,397.391705838268,409.397810595603,360.206664096371
"YBL011W",483.597809548685,877.663416446014,1078.09615184561,396.512520648361,557.994052959933,634.246243840277
"YBL013W",48.6350738255793,67.6495128295102,73.8012166850832,30.7714816467686,59.6406687040508,66.3910322059978
"YBL014C",289.975157148737,456.634211599194,540.544046531285,233.863260515441,269.89929735562,244.375501524205
"YBL015W",32312.0418782321,38124.0609801042,46798.9472019936,29377.9731207649,46499.5044133277,38605.6789402111
"YBL016W",274.375227808457,212.739915345433,140.621237197253,212.762815957657,165.780841821429,139.844940178591
"YBL017C",2050.01424389329,3327.28788100933,3931.41075908916,1840.13460247676,2352.26840803943,2241.75676831741
"YBL018C",190.86972369284,171.794157580204,127.656158590414,190.783186209965,107.151031908973,162.446142631697
"YBL019W",481.762523743946,327.566062121839,384.963103249218,480.035113689589,399.289222679662,432.247996915645
"YBL020W",1095.66562542909,1091.29345696026,1346.37354763327,1033.92178333142,1133.17270537696,1155.48647541503
"YBL021C",372.563018361985,762.837269669608,486.689104625954,395.633335458453,508.461972171823,382.807866549477
"YBL022C",1114.93612637885,2779.86090219158,3059.75855121399,981.170671936963,1785.17662595515,1607.51052447714
"YBL023C",754.302465747664,696.968007177717,730.033656938931,637.409262683063,583.265522749785,651.197145680106
"YBL024W",497.362453084226,503.810845546089,632.296910518145,412.337854066699,517.559701296169,492.988728508367
"YBL025W",294.563371660584,202.058413319721,121.672276156488,248.809408743871,232.497522066639,211.886272997865
"YBL026W",560.679813347716,429.930456534914,407.901319245933,1168.4371173873,552.939759001962,538.191133414578
"YBL027W",7862.3643875012,4252.12793140224,4678.39874959088,7107.33307521363,5578.92967080773,6948.45717917666
"YBL028C",200.046152716534,133.518775321402,106.712570071674,300.681334948424,189.030594028093,180.809619624845
"YBL029C-A",1281.02949170771,1126.00833854382,1000.30568020457,2176.8625302114,1401.0502851494,1535.46919165786
"YBL029W",1368.20556743281,826.036156655072,895.587737610874,1439.22615587886,1071.51031908973,1018.46668554307
"YBL030C",8178.03354591628,15765.0068647823,22117.4267895282,7363.17596547676,13179.5769248036,15066.5265853015
"YBL031W",103.693647967745,152.211403866398,135.634668502315,132.756963676059,164.769983029835,162.446142631697
"YBL032W",663.455818413091,884.784417796489,828.767717098704,587.295706858326,832.947644273523,830.594190151632
"YBL033C",1644.416081046,2013.46313184674,1285.53740955503,1530.66141562926,1656.7975594227,1546.76979288442
"YBL034C",380.82180448331,283.949928850181,348.062494906676,303.318890518147,301.235919895036,344.668337409861
"YBL035C",449.645022161016,246.564671760188,342.07861247275,359.586742672238,333.583401226047,375.744990782881
"YBL036C",1024.08947904427,922.169674886481,850.708619356432,1229.98008068083,903.707759685108,854.607967758057
"YBL037W",520.303525643462,656.912374581296,876.63877657011,584.658151288603,645.938767828618,699.224700892956
"YBL038W",1013.99540711821,1847.8998504482,1607.66974724803,1499.88993398249,1487.98414122649,1334.88351988655
"YBL039C",437.715664430214,528.734350272751,542.53867400926,310.352372037409,451.853879842554,456.26177452207
"YBL039W-B",226.657796885247,164.673156229729,160.567511977005,469.484891410697,252.71469789852,310.766533730202
"YBL040C",1000.23076358267,995.159938728847,1010.27881759445,1169.31630257721,1036.13026138393,1066.49424075592
"YBL041W",1732.50979967347,2026.81500937888,1657.53543419741,2554.9121618717,2066.1953700183,2253.05736954397
"YBL042C",817.619826011154,640.890121542728,701.11155850829,1412.85060018163,730.850906322521,1267.07991252723
"YBL043W",2428.08311966949,6581.5854981763,4694.35576941468,2629.64290301385,3486.45197220799,3376.05461643265
"YBL045C",18190.435253669,29076.8287643261,28050.4462227655,23526.9956819293,30631.0431028838,27776.8778148668
"YBL046W",455.150879575233,549.207229155366,435.826103937586,430.80074305476,499.364243047476,442.136022988879
"YBL047C",3161.27979866266,4210.2920484682,4249.55384182621,2880.21068213754,3746.24268164766,4049.85296456587
"YBL048W",1082.81862479592,413.908203496345,350.057122384651,1291.52304397437,800.600162942512,717.588177886104
"YBL049W",2238.13103887902,891.905419146963,757.958441630584,2455.56423541213,1574.91799730358,1553.83266865101
"YBL050W",1852.72101988386,1827.42697156558,1804.14055382859,2245.4389750242,1676.00387646299,1874.48722845445
"YBL051C",678.138104851002,839.388034187212,1113.00213271017,477.397558119866,709.622871699045,714.763027579466
"YBL052C",209.222581740228,224.311542539955,224.395591272212,246.171853174148,178.922006112152,192.110220851398
"YBL054W",470.750808915513,285.7301791878,232.374101184113,383.324742799745,365.930882557057,309.353958576883
"YBL055C",494.609524377118,486.898467338712,435.826103937586,407.94192811716,376.039470472998,402.583918695944
"YBL056W",2069.28474484304,2768.28927499706,2655.84648692401,2182.13764135084,2599.92881197998,2572.29935419408
"YBL057C",450.562665063386,631.988869854635,412.887887940871,553.007484451926,567.091782084279,509.939630348196
"YBL058W",2446.43597771688,3624.58968739165,2795.47041038227,3047.25586821999,3101.31477261064,2916.96769160395
"YBL059C-A",505.621239205551,930.180801405765,872.649521614159,1037.43852409105,753.08979973759,679.448648746488
"YBL059W",353.292517412227,530.514600610369,485.691790886966,467.726521030882,449.832162259366,502.8767545816
"YBL060W",499.197738888965,476.216965312999,514.613889317607,479.155928499682,550.918041418774,501.464179428281
"YBL061C",363.386589338291,709.429759541048,601.380184609529,336.727927734639,449.832162259366,440.72344783556
"YBL063W",209.222581740228,256.356048617091,323.129651431986,240.017556844795,296.181625937066,269.801854283949
"YBL064C",13874.7606838256,10170.5701788156,10050.9278615171,18230.7840979255,14184.3705636481,15058.0511343816
"YBL066C",1141.54777054756,1433.99164695185,1834.05996599822,1242.28867333954,1549.64652751373,1576.43387110412
"YBL067C",2562.97662631779,736.133514605328,1003.29762142154,2275.33127148106,1820.55668366094,2288.37174837695
"YBL068W",523.974097252939,608.845615465592,695.127676074365,620.704744074817,641.895332662241,669.560622673254
"YBL069W",66.0702889705983,146.870652853542,134.637354763327,101.98548202929,88.9555736602791,80.5167837391888
"YBL071C",151.411078890954,134.408900490211,104.717942593699,149.461482284304,119.281337408102,120.068888032124
"YBL071W-A",142.23464986726,81.8915155304597,72.8039029460956,109.018963548551,114.227043450131,115.831162572166
"YBL072C",2005.04974167718,1147.37134259525,1069.12032819472,2290.27741970949,1404.08286152418,1456.36498307199
"YBL074C",121.128863112764,169.123782073775,166.551394410931,101.98548202929,124.335631366072,127.131763798719
"YBL075C",6200.51309131018,1169.62447181548,1130.95378001195,3449.0435000078,1747.77485066617,1426.70090485229
"YBL076C",2901.58685729211,3913.88036725469,4482.92525674931,2399.29638325804,3050.77183303094,3230.55937564079
"YBL078C",1690.29822616447,1635.15993510277,1100.03705410333,2286.76067894986,1653.76498304792,1617.39855055037
"YBL079W",947.007475245242,1255.07648802118,1482.00821613559,999.633560925024,1072.52117788132,1154.07390026171
"YBL080C",311.998586805603,471.766339468953,381.971162032255,307.714816467686,371.996035306622,341.843187103223
"YBL081W",176.187437254929,200.278162982103,229.38215996715,100.227111649475,167.802559404617,185.047345084802
"YBL082C",232.163654299464,396.995825288968,315.151141520085,149.461482284304,330.550824851265,302.291082810288
"YBL084C",671.714604534416,1346.75938040854,1311.46756676871,539.819706603311,665.145084868905,692.16182512636
"YBL085W",590.962029125907,1053.01807470145,981.356719163809,364.861853811684,492.288231506317,485.925852741771
"YBL086C",764.396537673728,1870.15297966843,1284.54009581604,970.620449658071,947.174687723654,868.733719291248
"YBL087C",1958.24995365634,1383.25451232972,1235.67172260565,1314.38185891197,1161.4767515416,1183.73797848141
"YBL088C",1011.2424784111,997.830314235275,1237.66635008362,1120.08193194238,1268.62778345057,1378.67334963944
"YBL089W",466.162594403666,339.13768931636,331.108161343887,416.733780016237,408.386951804009,436.485722375603
"YBL090W",441.386236039691,932.851176912193,903.566247522775,756.099263320599,605.504416164855,581.98096316747
"YBL091C",1624.22793719388,1830.09734707201,1731.33665088249,1465.60171157609,1800.33950782906,1851.88602600134
"YBL091C-A",311.998586805603,355.159942354929,340.083984994775,276.943334820917,275.964450105184,337.605461643265
"YBL092W",8391.84434216836,5070.15296153803,4950.6654003345,8040.14856170567,5914.53478961697,7324.20216995954
"YBL093C",799.266967963766,613.296241309639,407.901319245933,666.422373950016,586.298099124567,508.527055194877
"YBL095W",180.775651766776,509.151596558945,389.949671944156,228.588149375995,384.126340805751,286.752756123778
"YBL097W",110.117148284331,192.267036462818,276.255905699568,130.119408106336,200.150040735628,163.858717785016
"YBL098W",1510.44021730007,1015.63281761146,1201.76305548007,2661.29356985053,2472.56060423912,2383.01428364933
"YBL099W",29093.8682196225,29450.681335226,38907.2035853847,29602.1653441913,40814.4345694026,48444.2648830786
"YBL100C",874.513685958058,845.618910368877,1371.30639110796,1445.38045220821,1327.25759336303,1717.69138643603
"YBL100W-B",25.6940012663438,18.6926285449962,15.9570198238018,26.3755556972302,24.2606109982579,24.0137776064247
"YBL101C",1340.67628036172,664.033375931771,1091.06123045245,880.064375097581,1119.02068229465,1408.33742785914
"YBL102W",1354.44092389727,1116.21696168692,1069.12032819472,1647.59304588698,1533.47278684822,1438.00150607885
"YBL103C",903.87825883388,1041.44644750693,931.491032214428,924.023634592964,991.652474553794,868.733719291248
"YBL104C",479.927237939207,683.616129645577,769.926206498435,371.895335330946,524.635712837328,498.639029121643
"YBL105C",1141.54777054756,1228.3727329569,1499.95986343737,989.083338646132,1434.408625272,1281.20566406043
"YBL106C",547.832812714544,673.824752788674,710.087382159179,409.700298496976,673.231955201658,574.918087400874
"YBL107C",289.975157148737,314.214184589699,289.220984306407,335.848742544731,262.823285814461,300.878507656969
"YBL113C",41.2939306066239,34.7148815835644,26.9274709526655,25.4963705073225,45.4886456217336,56.5030061327641
"YBR001C",2091.30817449991,1020.08344345551,1183.81140817829,1666.05593487504,1719.47080450153,1781.25726833539
"YBR002C",374.398304166724,828.7065321615,697.12230355234,248.809408743871,414.452104553573,395.521042929349
"YBR003W",652.444103584658,1332.51737770759,1321.44070415858,627.738225594078,760.165811278749,720.413328192742
"YBR004C",568.020956566672,1429.54102110781,1292.51860572794,535.423780653773,507.451113380229,498.639029121643
"YBR005W",1101.17148284331,1865.70235382439,1231.6824676497,911.715041934257,1128.11841141899,973.264280636861
"YBR006W",1732.50979967347,4535.18773508361,4021.16899559805,2567.2207545304,2889.03442637588,2843.51378363135
"YBR007C",211.975510447336,343.588315160407,348.062494906676,138.911260005412,193.074029194469,190.697645698079
"YBR008C",368.892446752507,521.613348922276,512.619261839632,286.614371909901,343.691989141988,395.521042929349
"YBR009C",4036.71112752308,2846.62028985228,2675.79276170376,5845.70232769612,3588.54871015899,3494.71092931146
"YBR010W",3524.66638800095,2284.95130833359,2633.90558466628,4592.86343207768,2647.4391751849,2914.14254129731
"YBR011C",9842.63777081441,8662.69814285254,8577.89546903244,10315.4798331867,10960.7418772546,9866.83744593393
"YBR012C",167.011008231235,138.859526334258,109.704511288637,132.756963676059,68.7383978283975,86.1670843524652
"YBR013C",121.128863112764,107.705145425931,103.720628854712,114.294074687997,73.7926917863679,108.768286805571
"YBR014C",1091.07741091724,915.938798704816,797.850991190089,1789.14186146211,1407.11543789896,1456.36498307199
"YBR015C",2181.23717893211,1863.92210348677,2322.74369810215,1572.86230474483,2086.41254585018,2303.91007506346
"YBR016W",1044.2776228964,1482.94853123637,1047.17942593699,1062.93489459838,1232.23686695318,1217.63978216107
"YBR017C",1080.06569608881,1322.72600085069,1285.53740955503,894.131338136103,1070.49946029813,1090.50801836235
"YBR018C",38.5410018995157,61.4186366478448,53.854941905331,50.1135558247374,34.3691989141988,53.6778558261259
"YBR019C",160.587507914649,104.144644750693,122.669589895476,119.569185827444,155.672253905488,142.670090485229
"YBR020W",148.658150183846,162.89290589211,140.621237197253,105.502222788921,120.292196199696,110.18086195889
"YBR021W",672.632247436786,384.534072925637,419.869084113784,473.880817360236,344.702847933582,447.786323602155
"YBR022W",180.775651766776,224.311542539955,220.406336316262,146.823926714581,147.585383572736,127.131763798719
"YBR023C",1227.80620337029,1431.32127144543,1532.87121682396,851.930449020535,1067.46688392335,1168.1996517949
"YBR024W",572.609171078519,977.35743535266,920.520581085565,805.333633955428,788.469857443383,745.839680952486
"YBR025C",3469.60781385878,2507.48260053592,2797.46503786025,3750.60402014613,3188.24862868773,3320.96418545321
"YBR026C",11231.0314820993,2439.83308770641,3295.12459361507,15737.4148993473,9785.1131026307,10879.6538308637
"YBR028C",325.763230341144,460.194712274431,488.683732103929,319.144223936485,370.985176515028,322.067134956755
"YBR029C",534.068169179003,784.200273721033,872.649521614159,699.831411166508,641.895332662241,731.713929419295
"YBR030W",240.422440420788,394.32544978254,415.879829157834,252.326149503502,309.322790227789,262.738978517353
"YBR031W",5759.12685527049,4196.05004576725,4424.08374614904,4310.64498611732,6484.65914807603,6331.16183717622
"YBR032W",27.5292870710826,40.9457577652299,47.8710594714053,14.0669630385228,24.2606109982579,19.7760521464674
"YBR033W",751.549537040556,1091.29345696026,1221.70933025982,985.566597886501,1099.81436525436,870.146294444567
"YBR034C",329.433801950622,612.406116140829,454.77506497835,307.714816467686,347.735424308364,387.045592009434
"YBR035C",3020.88043460013,2681.94713362256,2743.61009595492,4335.26217143474,3858.44800751461,3359.10371459282
"YBR036C",3413.63159681425,3170.62585129889,2675.79276170376,2661.29356985053,3355.04032930076,2812.43713025833
"YBR037C",462.492022794188,1186.53685002286,910.547443695688,441.350965333652,579.222087583408,483.100702435133
"YBR038W",568.938599469041,427.260081028485,714.076637115129,793.904226486629,700.525142574698,775.503759172187
"YBR039W",12970.8824249918,12446.6202354611,13882.6072467075,20155.3204786334,18485.574721881,18780.1866633775
"YBR041W",512.962382424506,834.047283174356,719.063205810067,368.378594571315,419.506398511544,490.163578201728
"YBR042C",225.740153982878,292.851180538274,321.135023954011,181.112149120981,183.976300070123,213.298848151184
"YBR043C",2232.6251814648,2376.63420072095,2326.7329530581,2961.09571960904,4423.5180720157,4284.34044001684
"YBR044C",546.915169812175,1196.32822687976,1027.23315115724,745.549041041707,847.09966735584,730.301354265976
"YBR045C",1357.19385260437,559.888731181078,706.098127203228,1055.02222788921,876.414572312068,1137.12299842188
"YBR046C",8193.63347525656,3769.68008990757,5278.78162046142,8544.80086071267,7414.64923634259,8639.30963769963
"YBR047W",3156.69158415081,1676.105692868,1815.11100495745,3990.62157699093,2582.74421252288,2894.36648915084
"YBR048W",2378.53040294154,1513.21278697589,1730.3393371435,1586.92926778335,1695.21019350327,1899.91358121419
"YBR049C",899.290044322033,1251.51598734594,1238.66366382261,887.97704180675,1132.16184658537,1115.93437112209
"YBR050C",1581.09872078251,1750.87620704798,1854.00624077797,2220.82178970678,2237.0305057977,2411.26578671571
"YBR052C",1146.13598505941,2854.63141637157,2402.52879722115,1964.97889944365,1884.24078753137,1912.62675759406
"YBR053C",2482.22405090928,1708.15019894513,1817.10563243543,3552.78735241691,2732.3513136788,2631.62751063349
"YBR054W",27577.9221449082,4887.67730193211,5827.30417690461,16099.6391975893,7898.85059751615,9585.73499042343
"YBR055C",387.245304799896,364.061194043022,476.715967236078,318.265038746578,327.518248476482,382.807866549477
"YBR056W",3043.82150715937,2626.75937315638,2750.59129212783,3893.91120610108,3001.23975224283,2755.93412412557
"YBR057C",1295.71177814562,870.542415095539,968.39164055697,1537.69489714852,1261.55177190941,1353.2469968797
"YBR058C",1369.12321033518,1103.75520932359,1248.63680121249,1397.02526676329,1520.3316225575,1385.73622540604
"YBR058C-A",643.267674560964,356.940192692547,401.917436812007,814.125485854505,476.114490840812,594.694139547342
"YBR059C",1405.82892642995,1710.82057445156,1859.99012321189,1138.54482093044,1547.62480993054,1440.82665638548
"YBR060C",389.080590604634,344.478440329216,378.979220815292,371.016150141038,379.07204684778,443.548598142198
"YBR061C",340.445516779055,330.236437628267,308.169945347172,401.787631787807,333.583401226047,327.717435570032
"YBR062C",698.326248703129,587.482611414168,564.479576266988,931.936301302133,741.970353030056,723.23847849938
"YBR063C",301.904514879539,279.499303006134,334.10010256085,250.567779123687,241.595251190985,180.809619624845
"YBR065C",306.492729391387,283.949928850181,296.20218047932,269.909853301656,270.910156147214,216.123998457823
"YBR066C",83.5055041156173,48.956884284514,64.8253930341947,95.8311856999364,64.6949626620212,50.8527055194877
"YBR067C",11274.1606985107,1297.80249612402,1775.21845539795,15957.2111968243,15847.2332758204,21209.8159270863
"YBR068C",3117.23293934892,11348.2057771503,10577.5095157026,2735.14512580277,4138.45589278617,3815.36548911489
"YBR069C",2174.81367861553,1980.52850060079,2182.12246090489,1682.76045348329,2429.09367620058,2747.45867320565
"YBR070C",742.373108016862,396.105700120158,455.772378717338,793.904226486629,643.91705024543,738.77680518589
"YBR071W",1914.20309434261,1068.15020257121,783.888598844262,2061.68927033349,1729.57939241747,1853.29860115466
"YBR072W",1494.84028795979,1170.51459698429,1034.21434733015,2486.3357170589,2044.96733539483,1491.67936190497
"YBR073W",180.775651766776,367.621694718259,341.081298733763,157.374148993473,204.193475902004,230.249749991014
"YBR074W",991.971977461344,1062.80945155836,1233.67709512767,841.380226741643,914.827206392643,985.977457016733
"YBR076C-A",386.327661897526,363.171068874213,235.366042401076,444.867706093282,412.430386970385,399.758768389306
"YBR076W",193.622652399948,328.456187290648,349.059808645664,237.380001275072,195.095746777658,187.872495391441
"YBR077C",790.090538940071,514.492347571801,451.783123761388,1052.38467231948,664.134226077311,741.601955492529
"YBR078W",16249.6205151577,7388.92902628637,9120.4341430417,12081.7628797112,13804.2876580088,14795.3121558643
"YBR079C",1940.81473851133,1812.29484369583,2290.82965845454,1349.54926650828,1967.13120844208,2070.8351747658
"YBR080C",1114.01848347648,1016.52294278027,1182.81409443931,877.426819527858,1083.64062458885,1050.95591406941
"YBR081C",638.679460049117,612.406116140829,782.891285105274,637.409262683063,647.960485411806,613.05761654049
"YBR082C",1550.81650500432,4229.87480218201,2815.41668516202,2343.90771629386,2776.82910050894,2319.44840174997
"YBR083W",778.161181209269,232.322669059239,300.191435435271,544.21563255285,546.874606252398,590.456414087385
"YBR084C-A",7186.9792113573,3696.68982606521,3605.28916644021,7066.89055647788,5253.43313991444,5865.01203658091
"YBR084W",525.809383057678,620.417242660113,741.004108067795,442.230150523559,595.395828248914,572.092937094236
"YBR085C-A",3938.52333696955,5373.68564410201,4076.02125124236,6035.60632871618,4931.98004418752,4636.07165319329
